0	0
1	1
2	2
3	3,8
4	3,4
5	5
6	6
7	0,4,7
8	3,8
9	9
10	2
11	2
12	2
13	0,3
14	1
15	0
16	0
17	0
18	2
19	1
20	1
21	2
22	0
23	0
24	1
25	3
26	4,6
27	4
28	3,9
29	1
30	1
31	4
32	0
33	0
34	6
35	4
36	5
37	0
38	3
39	3
40	3
41	0
42	6,7
43	0
44	0
45	4
46	2
47	1
48	1
49	1
50	0
51	4
52	5
53	5
54	0
55	1
56	1
57	0
58	3
59	0
60	0
61	1
62	1
63	3
64	0
65	0
66	6
67	3
68	6
69	2
70	6
71	4
72	0
73	1
74	9
75	0
76	3
77	0
78	1
79	0
80	1
81	1
82	1
83	3
84	0
85	4
86	1
87	6
88	0
89	1
90	5,8
91	1
92	1
93	1
94	1
95	1
96	1
97	9
98	2
99	4
100	1
101	4
102	3
103	2
104	2
