0	3,5
1	1
2	2
3	3
4	4
5	5
6	6,9
7	6,7
8	8
9	3,4,9
10	5
11	4
12	3
13	1,3
14	0
15	0,8
16	0,2
17	0
18	0,6
19	2
20	0
21	1
22	7
23	7
24	5
25	0
26	3
27	3
28	2
29	2
30	0
31	4
32	0
33	3
34	3
35	4
36	5
37	1,5
38	2
39	0
40	2
41	4
42	4
43	3
44	0
45	1
46	3
47	5
48	8
49	5
50	4
51	3
52	3
53	2
54	1,2
55	2
56	3,5
57	0
58	3
59	5
60	6
61	2
62	1,2
63	0
64	4
65	3
66	0
67	5
68	1
69	3
70	6
71	0
72	4
73	0
74	0
75	7
76	2
77	1,2
78	0
79	2
80	2
81	0
82	3
83	4
84	4
85	5
86	5,7
87	1
88	1
89	1
90	3
91	0
92	6
93	1
94	0
95	2
96	0
97	0
98	5
99	7
100	2
101	1
102	1
103	4
104	2
105	1
106	0
107	3
108	8
109	4
110	4
111	2
112	3
113	1
114	0
115	0
116	9
117	1
118	6
119	0
120	1
121	8
122	0
123	4
124	2
125	4
126	2
127	3
128	1
129	7
130	3
131	3,8
132	0
133	4
134	5
135	3
136	0
137	4
138	4
139	6
140	2
141	0
142	1
143	3
144	2
145	0
146	2
147	2
148	1
149	0
150	2
151	0
152	1
153	0
154	0
155	6
156	5
157	1
158	0
159	9
160	6
161	2
162	1
163	1
164	3
165	4
166	0
167	0
168	3
169	6
170	1
171	1
172	1
173	3
174	4
175	1
176	0
177	5
178	2
179	3,9
180	0
181	2
182	5
183	6
184	3
185	1
186	9
187	1
188	5
189	0
190	1
191	0
192	0
193	1
194	0
195	0
196	6
197	1
198	6
199	0
200	6
201	1
202	0
203	1
204	1
205	6
206	4,5
207	1
208	0
209	4
210	0
211	3
212	2
213	0
214	7
215	1
216	7
217	4
218	0
219	1
220	0
221	4
222	0
223	9
224	0
225	5
226	1
227	7
228	1
229	2
230	1
231	0
232	1
233	1
234	2
235	0
236	0
237	1
238	1
239	0
240	3
241	0
242	0
243	4
244	0
245	6
246	1
247	5,8
248	1
249	9
250	0
251	6
252	3
253	5
254	1
255	1
256	0
257	7
258	2
259	0
260	4
261	0
262	2
263	1
264	2
265	1
266	5
267	3
268	5
269	3
270	0
271	4
272	1
273	0
274	1
275	0,2,7,8
276	6
277	3
278	1
279	1,5
280	1
281	1,8
282	1
283	3
284	1
285	3
286	9
287	2
288	6
289	0
290	2,4
291	0
292	3
293	2,6,7
294	1
295	0
296	0
297	0
298	3,9
299	1
