0	0,4
1	1
2	2
3	3,8
4	4,7
5	5
6	6
7	7,9
8	3,8
9	9
10	0
11	0
12	0
13	1
14	1
15	0
16	7
17	0
18	5
19	0
20	5
21	5
22	0
23	1,2
24	1,5
25	0
26	0
27	6
28	1
29	1
30	3
31	1
32	2
33	2
34	1
35	1
36	2
37	2
38	2
39	1
40	5
41	2
42	0,5
43	1
44	4
45	3,7
46	3
47	0
48	2
49	2
50	1
51	7
52	8
53	2
54	8
55	1
56	3
57	2
58	8
59	1
60	6
61	1
62	1
63	1
64	8,9
65	1
66	2
67	3
68	0
69	3
70	4
71	1
72	2
73	0
74	4
75	0
76	1
77	1
78	2
79	6
80	2
81	0
82	3
83	3
84	2
85	2
86	2
87	7
88	1
89	5
90	2
91	1
92	2
93	1
94	4
95	2
96	5
97	4
98	3
99	0
