ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.117;0.658;aaaaaaa;
0.486;0.568;aaaaaaaa;
0.863;0.617;aaaaaa;
0.672;0.0941;aa;
0.708;0.652;aaaaaaaa;
0.113;0.875;aaaaaaa;
0.483;0.752;aaaaaaaaaa;
0.514;0.142;aaaaa;
0.688;0.534;aaaaaaaaaa;
0.638;0.0454;a;
0.0997;0.854;aaa;
0.463;0.932;aaaaaaa;
0.851;0.555;aaaaaaaaaa;
0.607;0.389;aaaaaaaaa;
0.738;0.44;aa;
0.167;0.566;aaa;
0.602;0.492;aaaaaaa;
0.854;0.522;a;
0.54;0.986;aaaaa;
0.652;0.463;aa;
0.507;0.783;aaaaa;
0.6;0.297;aaaaaaaaaa;
0.578;0.915;aaa;
0.427;0.214;aaaaaaaaa;
0.242;0.428;aaaaaaaaa;
0.927;0.982;aaaaaaaa;
0.908;0.247;aaa;
0.737;0.322;aaaaaaaa;
0.803;0.71;aaaaaaaa;
0.2;0.475;aa;
0.541;0.704;aaaaaaaa;
0.173;0.942;aaaaaaa;
0.352;0.221;aaaaaaaaaa;
0.258;0.466;aaaaaaaaa;
0.224;0.335;aaaaaaaaa;
0.806;0.775;aaaaaaa;
0.708;0.206;aaaaaaaaaa;
0.54;0.0352;aaaaaaa;
0.701;0.0694;aaaaaaaaaa;
0.879;0.587;aa;
0.191;0.157;aaaa;
0.924;0.182;aaaaaa;
0.328;0.711;aa;
0.912;0.325;aaaaaaaaaa;
0.481;0.364;a;
0.258;0.591;aaaaaaaa;
0.0497;0.297;aaaaaaaaa;
0.437;0.285;aaaaa;
0.153;0.169;aaaaaaaaaa;
0.7;0.866;aaaaaa;
0.823;0.553;aa;
0.0627;0.212;aaaaaaaaaa;
0.264;0.631;aaaaaa;
0.965;0.672;aa;
0.768;0.685;aa;
0.204;0.746;aaaaaaaaa;
0.496;0.791;aaa;
0.738;0.408;aaaaaaa;
0.941;0.401;aa;
0.567;0.987;a;
0.801;0.0573;aaaaa;
0.593;0.597;aaa;
0.926;0.706;aa;
0.881;0.41;aaaaaaaa;
0.486;0.028;aaaaaaaaaa;
0.47;0.356;aaaaaaaaaa;
0.862;0.723;a;
0.8;0.821;aa;
0.429;0.862;aaaaaaaaa;
0.223;0.915;aaaa;
0.103;0.884;aaaaaaaaa;
0.055;0.0642;aaa;
0.778;0.414;aaaaaaaaaa;
0.131;0.107;aaaaaaaa;
0.0865;0.512;aaaa;
0.667;0.869;aaaaaaaa;
0.935;0.134;aaaaaaaaaa;
0.568;0.859;aaaaaa;
0.0629;0.318;aaaaaaa;
0.335;0.58;aaaaaaaaaa;
0.36;0.529;aaaaa;
0.121;0.397;aa;
0.761;0.126;aaaaa;
0.215;0.832;aaaaaa;
0.0731;0.0235;aaaaaaa;
0.406;0.295;aaaaaaaaa;
0.769;0.218;aa;
0.0221;0.267;aaaa;
0.692;0.088;aaaaaaaaaa;
0.776;0.54;aaaaaaaaaa;
0.362;0.339;aa;
0.556;0.0523;aaaa;
0.979;0.732;aaaaaaaa;
0.115;0.39;aaaaaa;
0.108;0.939;aaaaaaaa;
0.958;0.477;aaaaa;
0.324;0.401;aaaaaaa;
0.0329;0.921;aaaaaaa;
0.69;0.92;aaaaaaaaaa;
0.27;0.413;aaaaaa;
0.352;0.0771;aaaaaaaa;
0.143;0.581;aaaaaaa;
0.898;0.264;aaaaaaaa;
0.909;0.395;aaaaaaaa;
0.929;0.136;aaaaa;
0.803;0.869;aaaa;
0.331;0.0467;aaaaaaa;
0.684;0.151;aaaaaa;
0.187;0.706;a;
0.259;0.836;aaaaaaaa;
0.592;0.476;aaaaaaa;
0.21;0.0479;aaaa;
0.173;0.423;aaaaaaa;
0.364;0.288;aaaaaaaa;
0.68;0.815;aaaaaaaaa;
0.696;0.598;a;
0.688;0.0245;aaaaaa;
0.1;0.718;aaa;
0.688;0.665;aaaa;
0.661;0.0662;aaaaa;
0.841;0.394;aa;
0.213;0.762;aaaaaaaaa;
0.318;0.102;aaa;
0.391;0.275;aaaaaaa;
0.392;0.487;aaaaaaaaa;
0.668;0.799;aaaaaaa;
0.475;0.957;aaa;
0.965;0.337;aaaaaaaaaa;
0.509;0.358;a;
0.82;0.794;aaa;
0.728;0.821;aaaaaaaa;
0.204;0.561;aaa;
0.258;0.718;aa;
0.0229;0.203;aaaaaa;
0.257;0.482;aaaaaaaa;
0.311;0.587;a;
0.243;0.351;aaaa;
0.541;0.525;aaaaaaaa;
0.307;0.0788;aaaaa;
0.915;0.151;aa;
0.199;0.144;aaaa;
0.317;0.334;aaaaa;
0.396;0.571;aaaaaa;
0.179;0.519;aaaaaaaa;
0.623;0.807;aaaa;
0.957;0.807;aa;
0.646;0.448;aa;
0.13;0.994;a;
0.0166;0.422;a;
0.51;0.803;a;
0.744;0.118;a;
0.352;0.662;aaaaaaaaaa;
0.542;0.66;aaaaa;
0.634;0.647;a;
0.159;0.109;aaa;
0.675;0.0736;aaaaa;
0.655;0.131;aaaaaa;
0.946;0.101;aaaaaaaa;
0.11;0.282;aaaaa;
0.654;0.756;aaa;
0.892;0.387;aa;
0.269;0.495;aaaaa;
0.608;0.366;aaaaaaaaaa;
0.418;0.887;aaaa;
0.0621;0.802;aaaaaaa;
0.182;0.566;aaaaaaaaa;
0.094;0.593;aaaaaaaaa;
0.941;0.739;aaa;
0.819;0.0246;aaaaa;
0.183;0.851;a;
0.704;0.428;aaaaaaaaaa;
0.351;0.451;aaaaaa;
0.748;0.275;aaaaaaaaa;
0.367;0.422;aaaaaaaaaa;
0.843;0.771;aaaa;
0.0516;0.935;aaaaaaaaaa;
0.9;0.658;aaaaaaaaa;
0.394;0.316;aaaaaaaa;
0.783;0.229;aaa;
0.114;0.164;aaaaa;
0.791;0.612;aaaaa;
0.034;0.413;a;
0.0115;0.765;aaaa;
0.935;0.508;aaaaaaa;
0.345;0.238;aaaaaaaaaa;
0.682;0.824;aaaaaaaaa;
0.557;0.63;aaaaa;
0.438;0.164;a;
0.623;0.911;aaa;
0.287;0.738;aaaaaaaa;
0.0549;0.556;aaa;
0.703;0.686;aaaaaa;
0.741;0.273;aaaaaa;
0.0159;0.0611;a;
0.525;0.709;aaa;
0.65;0.125;aa;
0.0735;0.451;aaaaaaaaaa;
0.762;0.319;aaaaaaaaaa;
0.147;0.566;aaaaaa;
0.534;0.0819;aaaaa;
0.313;0.311;aaaaaaaa;
0.399;0.157;aaaaaaa;
0.895;0.189;aaaaaaa;
0.536;0.171;aaaaaaaa;
0.0863;0.921;aaaaaa;
0.148;0.874;aaaaaa;
0.843;0.462;aaa;
0.806;0.541;aaaaa;
0.862;0.488;aa;
0.983;0.512;aaaaa;
0.462;0.799;a;
0.108;0.853;a;
0.662;0.601;aaa;
0.493;0.737;aaaaaaa;
0.448;0.231;aaaaaaaa;
0.717;0.536;aa;
0.911;0.449;aaaaa;
0.796;0.9;aaa;
0.447;0.308;aaaaaa;
0.531;0.0773;aa;
0.138;0.883;a;
0.0452;0.315;aaaaaaaaa;
0.651;0.684;aaaaaaaa;
0.483;0.341;aaaaaaaaaa;
0.242;0.207;aaaaaaaa;
0.945;0.795;aaaa;
0.398;0.323;aaaaaaaa;
0.34;0.916;aaa;
0.775;0.46;aaaaaaaaa;
0.27;0.112;aaa;
0.814;0.389;aaaaaaaaa;
0.405;0.412;aaaaaa;
0.0996;0.524;aaaaa;
0.303;0.735;aaaaaaaaa;
0.116;0.127;aaaaaaaa;
0.835;0.715;aaaaaaaa;
0.917;0.279;aaaaaa;
0.095;0.458;aaaaaaaaa;
0.734;0.813;aaa;
0.783;0.923;aaaaa;
0.968;0.3;aaaaa;
0.93;0.889;aaaaaa;
0.0894;0.134;aaaaaaa;
0.439;0.645;aaaaaaaaaa;
0.932;0.148;aaaaaaaaaa;
0.464;0.43;aaaaaaaaa;
0.688;0.731;aaa;
0.923;0.306;aaa;
0.426;0.46;aaaaaa;
0.682;0.762;a;
0.39;0.0966;aaaaaaa;
0.917;0.249;aaaa;
0.0487;0.293;aaaaaa;
0.748;0.376;aaa;
0.697;0.59;aaaaaa;
0.49;0.788;aa;
0.487;0.995;aaaaa;
0.13;0.185;aaaaaaa;
0.829;0.966;aaaa;
0.993;0.519;aaaa;
0.652;0.518;aaaa;
0.711;0.28;aaa;
0.105;0.489;aaaa;
0.937;0.3;aaaaaa;
0.0512;0.547;aaaaaaa;
0.983;0.746;aaaaaa;
0.856;0.909;aaaa;
0.133;0.425;a;
0.109;0.0419;aaaaaa;
0.882;0.37;aaaaa;
0.783;0.642;aa;
0.595;0.7;aaaaaa;
0.0499;0.766;a;
0.45;0.264;aaaa;
0.292;0.443;aaaaaaaaa;
0.103;0.47;aaaaaaaaa;
0.813;0.987;aaaaaaaaa;
0.929;0.649;aaaaaaa;
0.375;0.566;aaaaa;
0.0463;0.864;a;
0.224;0.7;aaaaaaaaaa;
0.544;0.171;aaaaa;
0.444;0.75;aaaaaaaa;
0.853;0.532;aaaaaaaaaa;
0.226;0.18;aaaaaaaa;
0.0229;0.491;aaaaaaaa;
0.268;0.903;aa;
0.578;0.985;aa;
0.163;0.16;aaaaa;
0.56;0.685;aaa;
0.751;0.446;aaaaaaaaaa;
0.601;0.557;aa;
0.307;0.882;aaaaaaaaa;
0.497;0.466;aa;
0.83;0.0299;aaaaaaa;
0.413;0.839;a;
0.652;0.311;aaaaaa;
0.423;0.108;aa;
0.485;0.224;aaaaaaa;
0.657;0.488;aaaa;
0.558;0.949;aaaaaaaaa;
0.787;0.319;aaaaaaa;
0.235;0.529;aa;
0.832;0.783;aaaaa;
0.293;0.597;aaaaaaa;
0.627;0.487;aaaaaaaa;
0.809;0.629;aaaaaaaa;
0.0929;0.466;aa;
0.0965;0.368;aaaaa;
0.467;0.457;aaaaa;
0.44;0.808;aaaaa;
0.188;0.767;aaaaaaa;
0.55;0.0562;aaaaaaaaa;
0.13;0.95;a;
0.606;0.22;aa;
0.122;0.753;aaa;
0.472;0.73;a;
0.00987;0.255;aaa;
0.886;0.848;aa;
0.653;0.521;aaaaa;
0.379;0.821;aa;
0.825;0.998;aaa;
0.597;0.118;aa;
0.294;0.878;aaaaaaaaa;
0.297;0.887;aaaaaaaa;
0.922;0.83;aaaaaaaaa;
0.146;0.673;aaaaaaa;
0.542;0.745;aaa;
0.804;0.682;aaaaaaaaa;
0.316;0.278;aaaaaaaaaa;
0.74;0.508;aaaa;
0.276;0.704;aaaaaa;
0.294;0.588;aaaaaaaaa;
0.638;0.431;aaaaaaaaa;
0.912;0.748;aa;
0.527;0.795;aaaaaaaa;
0.777;0.00941;aaaaaaaaaa;
0.387;0.746;aaaaaaaaa;
0.408;0.118;aaaaa;
0.323;0.367;a;
0.645;0.0746;aaaaaaaaa;
0.182;0.357;aaa;
0.676;0.689;aaaaa;
0.563;0.252;aaaaaa;
0.611;0.356;aaaaaaaaa;
0.709;0.17;aaa;
0.633;0.99;aaaaaaaaaa;
0.88;0.0967;aaa;
0.0744;0.668;aaaaaaa;
0.0814;0.759;a;
0.873;0.637;aa;
0.791;0.487;a;
0.539;0.312;aaaaaa;
0.236;0.337;aaaaa;
0.23;0.379;aaaaaaaa;
0.513;0.418;aaaaaaaaa;
0.564;0.752;aaaaaaaaaa;
0.782;0.794;aaa;
0.299;0.535;aaaaaaaaaa;
0.233;0.447;aaaaaaaaaa;
0.391;0.12;aaaa;
0.893;0.893;a;
0.474;0.44;aaa;
0.627;0.549;aaaa;
0.0162;0.888;aaa;
0.971;0.527;aaaaaaaa;
0.306;0.533;aaaaaaaaa;
0.166;0.0115;aaaaaaa;
