ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.67;0.105;a;
0.793;0.41;aaaaaa;
0.355;0.7;aaaaaaaaaa;
0.487;0.685;aaaaaaaaaa;
0.906;0.667;aaaa;
0.528;0.575;a;
0.423;0.912;aaa;
0.559;0.211;aaaa;
0.865;0.507;aaaaaaa;
0.677;0.31;aaa;
0.256;0.375;aaaaaaaa;
0.802;0.905;aaaaaaaa;
0.302;0.117;aaaaaa;
0.0352;0.446;aaaa;
0.869;0.11;aaa;
0.483;0.885;aaaaa;
0.814;0.349;aaaa;
0.906;0.149;a;
0.595;0.646;aaaaaaaa;
0.249;0.872;aaaaaaaaaa;
0.778;0.0495;aaa;
0.713;0.784;aaaaaaaa;
0.779;0.501;aaaaaaaaa;
0.576;0.6;aaaaaaa;
0.636;0.0875;aaaa;
0.58;0.723;aaaaaaaaaa;
0.765;0.877;a;
0.385;0.891;aaaaaaa;
0.963;0.992;aaaaaa;
0.255;0.254;aaaaaaa;
0.00233;0.494;aaaaaaaaa;
0.551;0.413;aaaaaaaaaa;
0.0595;0.622;a;
0.646;0.267;aaa;
0.492;0.53;aaaaaaaaaa;
0.145;0.405;aaaaaaaa;
0.737;0.15;aaaaa;
0.0635;0.966;aaaa;
0.304;0.815;aaa;
0.946;0.209;aaaa;
0.476;0.0767;aaaaaa;
0.146;0.982;aa;
0.205;0.819;aaa;
0.149;0.833;aaaaaaaa;
0.661;0.68;aaaaaaaaa;
0.19;0.493;aaaaa;
0.561;0.618;aaaaa;
0.176;0.418;aaaaa;
0.882;0.816;aa;
0.115;0.0568;aa;
0.853;0.307;aaa;
0.928;0.873;aaaaaa;
0.253;0.756;aaaaaaa;
0.864;0.255;aaaaaaaaa;
0.551;0.181;aaa;
0.0941;0.12;aaaaaa;
0.659;0.82;aaaaaaa;
0.541;0.33;aaaaaaaaaa;
0.6;0.468;aaa;
0.455;0.977;aa;
0.941;0.842;aaaaa;
0.808;0.733;aaaaa;
0.995;0.942;aaaaaaaa;
0.0795;0.877;aaaaaaa;
0.265;0.81;aa;
0.661;0.16;aaaaaaaa;
0.46;0.0137;aaaaaaaaaa;
0.629;0.431;aaaaaa;
0.557;0.274;aaaaaaaa;
0.908;0.401;aaaa;
0.949;0.936;aaaaa;
0.723;0.853;aaaaaa;
0.604;0.0659;a;
0.119;0.6;aaaaaaa;
0.631;0.158;aaaaaaaaa;
0.522;0.224;aaa;
0.296;0.792;aaaaaaaa;
0.534;0.136;aa;
0.397;0.261;aaaaaaaaaa;
0.648;0.544;aaaaaaa;
0.9;0.731;aaaaa;
0.669;0.712;aaaaaa;
0.982;0.71;aaaaaaaaa;
0.315;0.682;aa;
0.2;0.123;aaaaaaaaa;
0.166;0.967;aaaaaaaaa;
0.535;0.744;aaaaaaaaa;
0.485;0.48;aaaa;
0.641;0.436;a;
0.297;0.742;aaaa;
0.161;0.401;aa;
0.954;0.0113;aaa;
0.273;0.918;aaaaaaaa;
0.196;0.99;aaaaaaaaaa;
0.76;0.272;aaaaaaaaa;
0.864;0.253;a;
0.565;0.464;aaa;
0.578;0.977;a;
0.959;0.273;aaaaaaaa;
0.547;0.745;aaaaa;
0.246;0.411;aaa;
0.182;0.814;aaaaaaaaaa;
0.768;0.62;a;
