0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	6,8,13
9	9
10	0,10
11	11
12	12
13	13
14	14
15	14
16	3
17	1
18	5
19	1
20	1
21	1
22	6
23	1
24	1
25	7
26	1,7
27	0
28	1
29	2
30	0,9
31	5,9,12
32	1
33	9,10
34	1
35	6
36	6
37	8,12
38	3
39	1
40	0
41	2,10
42	2
43	3
44	11
45	1
46	2
47	2
48	2
49	1
50	1
51	2
52	10
53	13
54	7
55	3
56	2
57	1
58	1
59	2
60	3
61	10
62	2
63	0
64	7
65	0
66	12
67	3
68	2
69	6
70	0
71	6
72	2
73	2
74	1
75	2
76	6
77	1
78	7
79	0
80	1
81	1
82	0
83	0
84	1
85	10
86	5
87	2
88	6
89	4
90	5
91	0
92	7
93	7
94	1
95	3
96	6
97	2
98	5
99	0
100	2
101	5
102	1
103	3
104	7
105	12
106	12
107	10
108	10
