ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.801;0.537;aaaaaa;
0.193;0.631;aaaa;
0.771;0.193;a;
0.67;0.668;aaa;
0.419;0.652;aaaaaaaa;
0.189;0.256;aaaaaa;
0.27;0.662;a;
0.0512;0.12;aa;
0.00505;0.88;aaaaa;
0.701;0.844;aaaa;
0.334;0.862;aaaaa;
0.153;0.288;aaaaaaaaa;
0.692;0.00898;aaaaaaa;
0.808;0.666;aaaa;
0.00214;0.757;aaaaaaaaa;
0.473;0.313;aaaaaaaaa;
0.677;0.503;aa;
0.707;0.87;aaaaaaaa;
0.0258;0.784;aaaaaa;
0.977;0.992;aaaaaaa;
0.45;0.692;aaaaaaa;
0.978;0.782;aaaaaaaa;
0.287;0.543;aaaaaaaaa;
0.66;0.714;aaaaaaaa;
0.234;0.412;aaa;
0.192;0.393;aaaaaaaa;
0.0176;0.155;aaaaaaaaaa;
0.844;0.583;aaa;
0.558;0.986;aa;
0.833;0.765;a;
0.832;0.689;aaaaaa;
0.726;0.323;aa;
0.637;0.534;aaaaaa;
0.473;0.182;aaaaa;
0.291;0.288;aaaaaaaaaa;
0.446;0.657;aaaaaaaaa;
0.275;0.735;aa;
0.673;0.916;aaa;
0.725;0.28;aaaaa;
0.746;0.872;aaaaa;
0.222;0.931;aaaaaaaaa;
0.89;0.251;aaa;
0.295;0.333;aaaaaaaaaa;
0.617;0.902;aaaaa;
0.136;0.627;aaaaaa;
0.642;0.502;a;
0.248;0.882;a;
0.717;0.795;a;
0.979;0.219;aaaaaaaaaa;
0.448;0.712;aaaaa;
0.331;0.525;aaaaaaaa;
0.154;0.479;aaaaaa;
0.463;0.859;aa;
0.136;0.152;aaaaaaaaaa;
0.147;0.414;aaaaaa;
0.293;0.618;aaaa;
0.795;0.158;a;
0.453;0.142;aaaaaaaaa;
0.706;0.644;aaaaaaaaaa;
0.877;0.981;aaaa;
0.0656;0.927;aa;
0.602;0.597;aaaaa;
0.0992;0.878;aaaaaaaaa;
0.0415;0.859;aaaaa;
0.443;0.419;aaaaaa;
0.895;0.468;aaaaaaaaaa;
0.36;0.76;aaaaaaaa;
0.833;0.622;aaaaaaaa;
0.03;0.821;a;
0.0197;0.685;aaaa;
0.639;0.782;aaaaa;
0.932;0.0707;aaaaaaaaaa;
0.143;0.156;aaaaaaaa;
0.293;0.452;a;
0.196;0.89;aaaaa;
0.834;0.591;aaaaa;
0.748;0.000732;aaaaaaaaaa;
0.846;0.765;aaaaaaaaa;
0.904;0.782;aa;
0.808;0.521;aaa;
0.104;0.405;aa;
0.67;0.648;a;
0.554;0.0316;aaaaaaaaa;
0.195;0.151;aaaaa;
0.00816;0.602;aaa;
0.436;0.379;aa;
0.832;0.792;aaaaaaa;
0.313;0.0162;aaaaaaaaaa;
0.277;0.701;aa;
0.302;0.674;aaa;
0.507;0.0447;aaaaaaaaa;
0.562;0.82;a;
0.818;0.251;aaaaaaaaaa;
0.862;0.204;aaa;
0.614;0.585;aaaaaa;
0.0761;0.819;aaaa;
0.202;0.736;aaaaaaaaaa;
0.359;0.885;aaaaaaa;
0.477;0.58;aaaaa;
0.598;0.917;aaaaaa;
0.313;0.0942;aaaaaaaa;
0.313;0.0942;aaaaa;
0.59;0.294;aaaaaaaaaa;
0.59;0.294;aaaaaaaaaa;
0.59;0.294;a;
0.313;0.0942;aa;
0.59;0.294;aaaaaaaaaa;
0.313;0.0942;aaaaaaaa;
0.193;0.414;aaa;
0.59;0.294;aaaaaaaaa;
0.59;0.294;aaaaa;
0.313;0.0942;aaaaaaaaa;
0.59;0.294;aaaaaaaa;
0.313;0.0942;aaaaaa;
0.59;0.294;aa;
0.313;0.0942;aaaa;
0.313;0.0942;a;
0.589;0.779;aaaaaaaaaa;
0.193;0.414;aaaa;
0.589;0.779;aaaaaaaaaa;
0.541;0.827;a;
0.59;0.294;aaaa;
0.313;0.0942;aaaaaa;
0.193;0.414;a;
0.59;0.294;aaaaaaaaa;
0.313;0.0942;a;
0.541;0.827;aaaa;
0.59;0.294;aaaaaaa;
0.589;0.779;aaaaaaaaa;
0.541;0.827;aa;
0.313;0.0942;aaaaaaaaaa;
0.589;0.779;aaaa;
0.541;0.827;a;
0.59;0.294;aaaaaaaaa;
0.313;0.0942;aaaaaaa;
0.193;0.414;aaaaaa;
0.193;0.414;aaaaaaaa;
0.589;0.779;aaa;
0.541;0.827;aaaaaaaa;
0.59;0.294;aaaaaaaaa;
0.313;0.0942;aaaaaa;
0.193;0.414;aaaa;
0.59;0.294;aaaaaaaaa;
0.313;0.0942;aaaaaa;
0.193;0.414;aa;
0.59;0.294;aaaaa;
0.313;0.0942;a;
0.193;0.414;aaaaaaa;
0.59;0.294;a;
0.313;0.0942;aaa;
0.193;0.414;a;
