ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.505;0.167;aaa;
0.255;0.731;aaaaaaaaa;
0.538;0.562;aaaaaaaaaa;
0.946;0.852;aaaaaa;
0.0199;0.103;aaaaa;
0.837;0.228;a;
0.181;0.61;aaaaaaaaaa;
0.988;0.504;aaaaaaaaa;
0.8;0.915;aaaaaaaa;
0.523;0.688;aaaaaa;
0.326;0.799;a;
0.551;0.856;aaaaaaa;
0.892;0.0969;a;
0.868;0.346;aaaaaaaa;
0.868;0.34;aaaaaaaa;
0.257;0.032;aaaaaa;
0.325;0.00894;a;
0.233;0.19;aa;
0.216;0.72;aaaa;
0.686;0.303;aaaa;
0.443;0.962;aaaaaaaa;
0.558;0.687;aaaaaaa;
0.787;0.0674;aaaaaaa;
0.423;0.754;aa;
0.824;0.125;aaaaaaaa;
0.606;0.398;aaa;
0.732;0.495;aaa;
0.678;0.132;aaaaaaaaa;
0.904;0.91;aaaaaaaaa;
0.461;0.0195;aaaaaaa;
0.00978;0.143;aaaaaaaaa;
0.411;0.188;aaaaaa;
0.59;0.78;aaaaa;
0.82;0.877;aaaaaaaaa;
0.493;0.271;aa;
0.938;0.356;aaaaaa;
0.665;0.842;aaaaaaa;
0.645;0.141;aaaaaaa;
0.17;0.153;aaaaaaaaa;
0.581;0.56;aaaaaaa;
0.484;0.0797;aaaaa;
0.592;0.626;aaa;
0.377;0.522;aa;
0.0123;0.893;aa;
0.954;0.297;a;
0.476;0.55;aa;
0.163;0.929;aaaaaaaa;
0.161;0.041;aaa;
0.343;0.816;aaaaa;
0.0274;0.779;aaaaaaaaa;
0.998;0.595;aaaaaa;
0.451;0.648;aaaaaaaaaa;
0.99;0.921;aaaa;
0.889;0.823;aa;
0.457;0.436;a;
0.26;0.0246;aaa;
0.375;0.184;aaaaaaaaaa;
0.595;0.181;aaaaaaaaaa;
0.65;0.213;aaaaaaaa;
0.761;0.2;aaaa;
0.746;0.651;a;
0.0383;0.496;a;
0.585;0.3;aaaaaaaaa;
0.712;0.496;aaaaa;
0.947;0.134;aaaaaaa;
0.558;0.363;aaaaaaaa;
0.0157;0.606;aaaaaaaaaa;
0.557;0.568;aaaaa;
0.226;0.968;aaaaaaaaaa;
0.932;0.0526;aaaaa;
0.0103;0.459;aaaa;
0.282;0.0181;aaaaaaaa;
0.168;0.916;aaaaaaa;
0.239;0.824;aaaa;
0.917;0.199;aaaa;
0.353;0.714;aaaaaa;
0.0051;0.394;aaaaaaaa;
0.19;0.928;aaaaaaaa;
0.327;0.14;aaaaaaaa;
0.994;0.417;aaaaaa;
0.169;0.31;aaaaaaa;
0.929;0.765;aa;
0.0103;0.377;aaaaaaa;
0.533;0.679;aaaaaaaaaa;
0.138;0.985;aa;
0.163;0.294;aaaaaaaaaa;
0.961;0.991;aaaaaaaaaa;
0.877;0.0359;a;
0.079;0.192;aaa;
0.571;0.565;aaaaa;
0.183;0.666;aaa;
0.92;0.19;aaaa;
0.193;0.751;aaaaaaaaa;
0.307;0.288;aaaaaaaaaa;
0.247;0.488;aaaa;
0.403;0.16;aaaaaaaa;
0.859;0.781;aaaaa;
0.649;0.313;a;
0.566;0.847;aaaaaaaaaa;
0.372;0.306;aaaaaa;
0.149;0.788;aaaaaaa;
0.149;0.788;aa;
0.149;0.788;aaaaa;
0.685;0.166;aaa;
0.513;0.675;aaa;
0.685;0.166;aaaaaaa;
0.149;0.788;aaa;
0.685;0.166;aa;
0.149;0.788;aaaaa;
0.685;0.166;aa;
0.571;0.329;aaaaaa;
0.533;0.402;aaaaa;
0.149;0.788;aaaa;
0.513;0.675;aaaaaa;
0.149;0.788;aaaaaaaaa;
0.513;0.675;aaaaaaa;
0.149;0.788;aaaaaaaa;
0.685;0.166;a;
0.533;0.402;aaaaaaaaa;
0.685;0.166;aa;
0.149;0.788;aaaaaaaaaa;
0.685;0.166;aaaaaaaaaa;
0.149;0.788;aaaaaaaaaa;
0.513;0.675;aaaaaaaaa;
0.149;0.788;aaa;
0.513;0.675;aaa;
0.149;0.788;a;
0.513;0.675;aaaaaaaa;
0.571;0.329;aaaaaaaaaa;
0.533;0.402;aaaa;
0.513;0.675;aaaaaaaaaa;
0.571;0.329;aaaaa;
0.149;0.788;a;
0.685;0.166;aaaaaa;
0.571;0.329;aa;
0.533;0.402;aaaaaaaaaa;
0.513;0.675;aaaaaaa;
