0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19,38
20	7,20,34
21	15,21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
29	29
30	30
31	31
32	32
33	20,33,39
34	34
35	35
36	8,36
37	37
38	38
39	39
40	40
41	41
42	30,42
43	43
44	44
45	5,29
46	12
47	7
48	14
49	22
50	1
51	1
52	2
53	10
54	2
55	2
56	8
57	2
58	0
59	0
60	0
61	0
62	2
63	1
64	3
65	24
66	8
67	27
68	26
69	5
70	0
71	0
72	5
73	8
74	2
75	0
76	4
77	5
78	9
79	16,32
80	0
81	4
82	4
83	3
84	4
85	3
86	5
87	4
88	1
89	40
90	24
91	23
92	9
93	33
94	8
95	13
96	2
97	0
98	17
99	2
100	27
101	29
102	2
103	26
104	24
105	1
106	40
107	8
108	30
109	30
110	14
111	14
112	13
113	13
114	25
115	25
116	39
117	39
118	9
119	9
120	42
121	42
122	19
123	19
124	38
125	38
126	34
127	34
128	4
129	4
130	4
131	41
132	41
133	41
134	12
135	12
136	12
