0	0
1	1,3
2	2
3	1,2,3
4	4
5	4
6	1
7	0
8	1
9	0
10	0,2
11	2
12	1,3
13	1
14	1
15	0
16	0
17	0
18	1
19	0,3
20	1
21	2
22	0
23	0
24	0
25	1
26	0
27	2
28	0
29	2
30	1
31	0
32	2
33	1
34	0
35	0
36	3
37	0
38	1
39	1
40	0
41	0
42	0
43	1
44	1
45	3
46	0
47	0
48	3
49	0
50	0,1
51	1
52	1
53	0
54	1
55	2
56	0
57	3
58	1
59	0
60	0
61	4
62	1
63	2
64	0
65	1
66	2
67	0
68	0
69	0
70	0
71	0
72	0
73	3
74	0
75	0
76	1
77	0
78	0
79	0
80	0
81	1
82	2,3
83	1
84	1
85	0
86	3
87	2
88	0
89	3
90	3
91	0
92	0,2
93	0
94	1
95	0
96	0
97	1
98	1
99	0
100	2
