ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.851;0.473;aaaaaaaa;
0.691;0.03;a;
0.358;0.338;aaaaaaaa;
0.864;0.73;aaaa;
0.878;0.739;aa;
0.717;0.879;aaaaaaa;
0.466;0.278;aa;
0.135;0.414;aaaaaa;
0.901;0.133;aaaaaa;
0.347;0.958;a;
0.0693;0.938;aa;
0.406;0.0595;aaa;
0.663;0.317;aaaaaaaa;
0.0233;0.508;aaaaa;
0.922;0.156;a;
0.689;0.811;aaaaaa;
0.883;0.439;aaaaaaaa;
0.887;0.524;aa;
0.385;0.339;aaaa;
0.383;0.491;aaaaaaaaa;
0.0701;0.991;aaaa;
0.00298;0.534;aaaa;
0.417;0.204;aaaaaaaaa;
0.665;0.294;aaaaaaa;
0.337;0.684;aaaaaaaaaa;
0.761;0.352;aaaaa;
0.0639;0.802;aaaa;
0.00834;0.459;aaaaa;
0.0955;0.976;aaaa;
0.119;0.228;aaaa;
0.797;0.456;aaaa;
0.126;0.219;aaaaaaaaa;
0.341;0.103;aaaaaaaaaa;
0.282;0.754;aaaaaa;
0.464;0.934;aaaa;
0.529;0.518;aa;
0.408;0.619;aaaaaaa;
0.144;0.271;aa;
0.917;0.506;aaaaa;
0.674;0.905;a;
0.0243;0.533;aaaaaa;
0.699;0.359;aaaa;
0.743;0.0003;aaaa;
0.666;0.223;aaaaaaa;
0.491;0.84;aaaa;
0.639;0.0126;aaa;
0.0702;0.668;a;
0.258;0.794;aaaaa;
0.0476;0.211;aaaaaa;
0.0368;0.299;aaaa;
0.536;0.892;aaaaa;
0.0379;0.29;aaa;
0.439;0.942;aaaaaaaaaa;
0.661;0.74;aaaaaaa;
0.949;0.385;aaaaaa;
0.664;0.637;aaaaaaaaa;
0.313;0.421;aaaa;
0.965;0.331;aaaaaaaaaa;
0.988;0.201;aaaaaaa;
0.25;0.368;aaaaaa;
0.151;0.363;aaaaaaaa;
0.699;0.342;a;
0.79;0.0719;aaaaaaa;
0.591;0.601;aa;
0.154;0.0733;aaaaaaaaaa;
0.479;0.778;aaaaaaaaaa;
0.985;0.0824;aaaaa;
0.527;0.67;aaaaaaaa;
0.966;0.345;aaaa;
0.0896;0.686;aaaaaaaa;
0.888;0.435;aaaa;
0.656;0.565;aa;
0.849;0.67;aaaaaa;
0.16;0.688;aaaa;
0.975;0.471;aaa;
0.858;0.237;aaaaa;
0.285;0.975;aaaaaaaaa;
0.269;0.398;aaaa;
0.46;0.673;aaaaaaaaaa;
0.336;0.456;aaa;
0.25;0.83;a;
0.434;0.327;aaaaa;
0.687;0.899;aaa;
0.797;0.397;aaa;
0.512;0.797;aaaa;
0.383;0.803;aaaaaaaa;
0.0322;0.12;aaaaa;
0.181;0.0251;aaaaa;
0.991;0.111;aaaaaa;
0.694;0.562;aaaaaaa;
0.148;0.23;aaaaa;
0.488;0.213;a;
0.304;0.427;aaaaaa;
0.124;0.941;aaaaa;
0.414;0.378;aaaaaa;
0.345;0.115;aaaaa;
0.956;0.42;aaaaaaa;
0.996;0.648;a;
0.385;0.468;aaaaaaaa;
0.754;0.878;aaa;
0.453;0.152;aaa;
0.464;0.768;aaaaaaaaa;
0.0965;0.373;aaaaaa;
0.464;0.768;aaaaa;
0.943;0.209;aaaaaaaa;
0.464;0.768;aaaaaa;
0.943;0.209;aaaaaaa;
0.943;0.209;aaaaaaaaaa;
0.0965;0.373;aa;
0.464;0.768;aaaaaaaa;
0.943;0.209;aaaaaaaaa;
0.459;0.402;aaaaaaaaa;
0.453;0.152;aaaaaaa;
0.459;0.402;aaaaaaaaaa;
0.943;0.209;aa;
0.464;0.768;aaaaaaa;
0.943;0.209;aaaaaaaa;
0.464;0.768;aaaaaaa;
0.459;0.402;aaaaaaaaaa;
0.453;0.152;aa;
