ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.419;0.292;aaaaa;
0.85;0.479;aaaaaaa;
0.705;0.0102;aaaaaaa;
0.468;0.0258;aaaaaaaaa;
0.61;0.146;aa;
0.941;0.762;aaaaaaaaaa;
0.808;0.672;aaaaaaaaaa;
0.732;0.388;aaaa;
0.883;0.745;aaaaaaaa;
0.99;0.768;aaaaaaa;
0.584;0.18;aaa;
0.466;0.94;aaaaaaaa;
0.772;0.386;aa;
0.0228;0.991;aaaaaaaaaa;
0.0466;0.422;aaaaa;
0.0438;0.608;aaaaa;
0.631;0.227;aaa;
0.145;0.943;aaaaaa;
0.176;0.589;a;
0.696;0.997;a;
0.406;0.61;aaaaa;
0.0717;0.407;aaaa;
0.115;0.287;aaaaa;
0.218;0.315;aaaaaaaaaa;
0.182;0.615;aaaaaaaaa;
0.377;0.918;aaaaa;
0.681;0.135;aa;
0.335;0.547;aaaaaa;
0.925;0.259;aaaaaaaaaa;
0.603;0.887;aaa;
0.0292;0.865;aaaaaaaa;
0.259;0.99;aaaa;
0.568;0.831;aaa;
0.446;0.141;aaaaaa;
0.693;0.816;aaaaaaaaaa;
0.618;0.458;aaaa;
0.994;0.0805;aaaaaaaaa;
0.269;0.308;aaaaaaa;
0.581;0.0613;aaaaaa;
0.0917;0.443;aaaaa;
0.28;0.525;aaaa;
0.753;0.913;aaaaaaa;
0.113;0.823;aaaaaaaaaa;
0.678;0.332;aaaaaa;
0.959;0.335;aa;
0.471;0.663;aaaaaaa;
0.618;0.0416;aaaaaaaa;
0.38;0.628;aaaaa;
0.00757;0.892;aaaaaaaaaa;
0.218;0.401;aaa;
0.57;0.292;aa;
0.774;0.443;aaaa;
0.458;0.423;aaaaaaa;
0.148;0.444;aaaaaaaaaa;
0.921;0.365;aaaaaaaa;
0.877;0.869;a;
0.772;0.0527;aaaaaaaaaa;
0.988;0.784;aaa;
0.531;0.436;aaa;
0.848;0.697;aaaa;
0.619;0.581;aaaaa;
0.137;0.737;aaa;
0.925;0.969;aaaaaaa;
0.609;0.637;aaaaaaa;
0.637;0.983;aaaaaa;
0.586;0.576;a;
0.13;0.0279;aaaaa;
0.0915;0.265;aaaaa;
0.31;0.325;aaaaaaaaaa;
0.518;0.679;aaaaa;
0.791;0.344;aaaaaa;
0.198;0.432;a;
0.585;0.0445;aaaaaaaa;
0.665;0.658;aaaaaaaa;
0.595;0.0041;aaaa;
0.933;0.654;aaaaaaaa;
0.565;0.362;aaaaaaaaaa;
0.0228;0.988;aaaaaaaaa;
0.75;0.763;aaaaaaaaaa;
0.186;0.983;aaaaaa;
0.979;0.24;aaaaa;
0.892;0.609;aaaaaaa;
0.68;0.607;a;
0.289;0.588;aaa;
0.29;0.835;aaaa;
0.147;0.198;aa;
0.391;0.634;aaaaaaaaaa;
0.516;0.26;aaaaa;
0.606;0.0137;aa;
0.98;0.401;aaaaa;
0.583;0.778;aaaaaaaaa;
0.637;0.895;aaaaaaaa;
0.867;0.729;a;
0.00241;0.403;aaaaaaaa;
0.302;0.144;aaaaaaaaa;
0.0254;0.429;aaaaaaa;
0.312;0.213;aaaaaaa;
0.634;0.0852;aaaaaaaa;
0.892;0.242;a;
0.747;0.606;aaaaaaaa;
0.0865;0.623;aaaaaa;
0.324;0.561;aaaaa;
0.956;0.947;aaaaaa;
0.499;0.0768;aaa;
0.403;0.655;aaa;
0.95;0.363;aaaa;
0.452;0.428;aaaaaaaaa;
0.274;0.823;aaaaa;
0.729;0.697;aaaa;
0.243;0.689;a;
0.944;0.734;aaaaaaa;
0.866;0.308;aaaaaaa;
0.304;0.948;aaaaaaaaaa;
0.361;0.948;aaaaaaaaa;
0.501;0.845;aaaaaa;
0.301;0.773;aaaaaaaaaa;
0.134;0.175;aaaa;
0.541;0.544;aaaaaaaa;
0.419;0.163;aaa;
0.253;0.737;aaaaaaaaa;
0.199;0.538;aaa;
0.389;0.41;a;
