ATT1(float,1);ATT2(float,1);ATT3(string,10);
0.974;0.0826;aaa;
0.628;0.296;aaa;
0.168;0.812;aaa;
0.499;0.584;aaaaaaaaaa;
0.504;0.579;aaaaaaa;
0.262;0.662;a;
0.129;0.426;aaa;
0.62;0.842;aaaaa;
0.654;0.652;aaaaaaaa;
0.487;0.74;aaaaaaaaaa;
0.84;0.19;aaaaa;
0.903;0.761;aaaaaa;
0.702;0.121;aaaaaa;
0.612;0.742;aaaaaaaaa;
0.778;0.731;aaaaaa;
0.0991;0.538;aaaaaaaa;
0.992;0.485;a;
0.247;0.582;aaaaaaaaaa;
0.218;0.171;aaaaaaa;
0.00933;0.31;aaaaaaaa;
0.388;0.274;aa;
0.205;0.384;aaa;
0.164;0.725;aaaaa;
0.504;0.61;aaaaaaa;
0.824;0.477;aa;
0.474;0.754;aaaaaaa;
0.941;0.0127;aaaa;
0.151;0.464;aaaaaa;
0.391;0.00921;aaaaaaaa;
0.311;0.512;aaaaaa;
0.405;0.131;aaaaaaaa;
0.153;0.829;aaaaaaaa;
0.868;0.0811;aaaaaaaaa;
0.315;0.444;aaaaaaaaaa;
0.0824;0.394;aaaaaa;
0.168;0.544;aaaaaaaaa;
0.739;0.184;a;
0.00436;0.451;aaaaaaaaa;
0.887;0.0253;a;
0.455;0.322;aaaaa;
0.0311;0.498;aaaaaaaa;
0.511;0.464;aaaaaaa;
0.657;0.183;aaaaaaa;
0.00973;0.0213;aaa;
0.571;0.564;aaaaaaa;
0.951;0.34;aaa;
0.453;0.445;aa;
0.108;0.0193;aaa;
0.116;0.0909;aaa;
0.687;0.591;aaa;
0.963;0.747;aaaa;
0.854;0.694;aaaaaaaa;
0.424;0.964;aaaaaaaa;
0.909;0.518;aaaaaaaaaa;
0.52;0.511;a;
0.0392;0.15;aaaa;
0.699;0.703;aaaaaa;
0.124;0.561;aaa;
0.237;0.123;aa;
0.637;0.911;aaa;
0.225;0.0373;aaaaaaaaaa;
0.803;0.985;aaaaaaa;
0.329;0.833;aaaaaaaa;
0.773;0.4;aaaaaaaaaa;
0.694;0.207;aaaaaaa;
0.931;0.387;aaaa;
0.923;0.956;aaaaaa;
0.268;0.0844;aaaa;
0.045;0.163;aaaa;
0.321;0.309;aaaaaaaaaa;
0.601;0.672;aaaaaa;
0.68;0.719;aaaaaa;
0.11;0.264;aa;
0.294;0.501;aa;
0.439;0.757;aaaaaaaaa;
0.747;0.618;aaaaaa;
0.265;0.454;aa;
0.714;0.548;aaaaaa;
0.872;0.0448;aaaaaaaaaa;
0.845;0.718;aaaa;
0.6;0.856;a;
0.446;0.647;aaaaaaaa;
0.467;0.382;aaaaaa;
0.0649;0.2;aaaaa;
0.946;0.576;aaaaaaaaaa;
0.382;0.912;aaaa;
0.444;0.508;aaa;
0.864;0.208;a;
0.166;0.794;aaaaaaa;
0.278;0.37;aaaaa;
0.653;0.623;aaaaaaaaaa;
0.73;0.548;aaaaaaaa;
0.318;0.58;aaaaaaaa;
0.58;0.495;aaaa;
0.638;0.755;a;
0.247;0.0847;aa;
0.75;0.374;aaaaa;
0.488;0.561;a;
0.823;0.164;aa;
0.781;0.33;aaa;
0.327;0.333;aaaaaa;
0.575;0.00233;aaa;
0.665;0.548;aaaaa;
0.0877;0.586;aaaa;
0.468;0.654;aaaaaaa;
0.908;0.998;aaaaaaaa;
0.944;0.971;aaaaaaaaaa;
0.15;0.461;aaaa;
0.967;0.107;aaaaaa;
0.0586;0.0984;aaaaa;
0.503;0.727;aa;
0.403;0.11;aaaaaaaaa;
0.0706;0.341;aaaaaaaa;
0.63;0.191;aaaaaaa;
0.348;0.161;aaaaaaaaa;
0.137;0.831;aaaaaaa;
0.93;0.36;aaaaaaaa;
0.198;0.059;aaaaa;
0.68;0.303;a;
0.336;0.816;aaa;
0.152;0.695;aaaaaaaa;
0.599;0.547;aaaaaa;
0.254;0.655;aaaaaa;
0.47;0.45;aaaa;
0.117;0.594;aaaaaaa;
0.944;0.754;aaaaaa;
0.409;0.454;aaaa;
0.175;0.596;aaaaa;
0.656;0.83;aaaaaaa;
0.458;0.116;aaaaaa;
0.909;0.84;aaaaaaaa;
0.0832;0.952;aaaaaa;
0.59;0.335;aaaaaaaa;
0.693;0.29;aaa;
0.29;0.641;aaa;
0.635;0.0156;aaaaaa;
0.191;0.53;aa;
0.684;0.213;aaaa;
0.206;0.553;aaa;
0.146;0.0722;aaaaa;
0.19;0.355;aa;
0.5;0.644;aaa;
0.0657;0.313;aaaaaaaa;
0.855;0.374;aaaaaaaa;
0.841;0.559;aaaaaaaaa;
0.419;0.236;aaaaaaaaaa;
0.802;0.91;aaaaaaaa;
0.264;0.783;a;
0.405;0.918;aaaaaaaaaa;
0.0668;0.93;aaaaaa;
0.416;0.104;aa;
0.16;0.195;aaaaaaaa;
0.615;0.931;aaaa;
0.435;0.723;aaaaaaaaaa;
0.0919;0.443;aaaa;
0.348;0.1;aaaa;
0.00221;0.563;aaaaa;
0.126;0.836;aaaaaaaa;
0.369;0.698;aaa;
0.917;0.973;aaaa;
0.607;0.847;a;
0.187;0.000212;aaaa;
0.716;0.371;aaa;
0.275;0.136;aaaaaaaaaa;
0.00902;0.808;aa;
0.13;0.606;aaaaaaaaaa;
0.542;0.158;aaaaaaaa;
0.958;0.125;aaa;
0.722;0.839;aaa;
0.361;0.317;aaaaaaaaaa;
0.933;0.536;aaaaaa;
0.477;0.824;aa;
0.559;0.434;aaaaaaaa;
0.982;0.904;aaaaaaa;
0.404;0.261;aaaa;
0.814;0.279;a;
0.666;0.282;aaaaaaaa;
0.868;0.32;aaaaaaaaa;
0.125;0.391;a;
0.349;0.323;aa;
0.166;0.816;aaaaaaaaaa;
0.324;0.359;aaaa;
0.358;0.098;aaa;
0.704;0.0397;aaaaaaaaa;
0.575;0.206;aaaaaaaaaa;
0.437;0.23;aaaaaa;
0.603;0.643;aaaaaaa;
0.296;0.02;aa;
0.469;0.323;aaaaaa;
0.849;0.136;a;
0.751;0.974;aaaaaaaaaa;
0.185;0.331;aaaaaaa;
0.427;0.81;a;
0.47;0.828;aa;
0.524;0.504;aaaaaaaa;
0.00424;0.451;aaaa;
0.432;0.755;aaaaaaa;
0.733;0.759;aaaaaaa;
0.918;0.0683;a;
0.579;0.226;aaa;
0.399;0.889;aaa;
0.823;0.396;a;
0.485;0.0621;a;
0.903;0.6;aaaaaaaaaa;
0.00496;0.778;aaaaaa;
0.784;0.487;aa;
0.802;0.444;aa;
0.825;0.707;aaaaaa;
0.183;0.0487;aaaaaaaaa;
0.288;0.169;aaaaaaaaaa;
0.369;0.49;aaaaaa;
0.339;0.718;aaaaaaaa;
0.972;0.0206;aaaaaa;
0.0929;0.115;aaaaa;
0.625;0.543;a;
0.131;0.595;aaaaaaaaa;
0.459;0.383;aaaaaaa;
0.17;0.966;aaaaaaa;
0.212;0.359;aa;
0.49;0.0653;aaa;
0.6;0.966;aaaa;
0.716;0.385;aaa;
0.183;0.693;aaaa;
0.98;0.0909;aaaaaa;
0.17;0.567;aaaaaaaa;
0.374;0.821;aaaa;
0.284;0.889;aaaaaaaaa;
0.885;0.256;aaaaaaaaaa;
0.355;0.235;aaaaaaaaa;
0.886;0.698;aaaaaaaaaa;
0.11;0.22;aaaaaaaa;
0.741;0.241;aaaaaaaaa;
0.357;0.481;a;
0.828;0.079;aaaaaa;
0.412;0.675;aaaa;
0.851;0.4;aaaaaa;
0.496;0.296;aaaaaaa;
0.704;0.207;aaaaaaaa;
0.953;0.0854;aaaaaaaaa;
0.701;0.583;aaaaaaa;
0.724;0.655;aaa;
0.538;0.167;aaaaaaaa;
0.595;0.668;aaaaaaaaaa;
0.694;0.797;aaaaa;
0.162;0.732;aaaaaa;
0.434;0.866;aaa;
0.88;0.814;aaaaaa;
0.627;0.168;aaaaa;
0.585;0.983;aaaaaa;
0.162;0.868;aaa;
0.311;0.134;aaaaaa;
0.474;0.958;aaaaaaaaa;
0.0486;0.568;aaaaaaaa;
0.356;0.214;aaaaaaaaaa;
0.599;0.353;aaaaa;
0.554;0.438;aaaaaaaaaa;
0.00729;0.792;aaaaaaaa;
0.229;0.737;aaaaaa;
0.322;0.245;aaaa;
0.101;0.828;aaaaaaaa;
0.478;0.272;aaaaaaaaa;
0.434;0.394;aaa;
0.241;0.0359;aaaaa;
0.987;0.553;aaaaaaaaaa;
0.0494;0.924;aaa;
0.923;0.201;a;
0.392;0.597;aaaaaaaa;
0.426;0.836;aaaaaa;
0.496;0.181;aa;
0.604;0.857;a;
0.58;0.389;aaaaaaaaaa;
0.715;0.459;aaaaaaa;
0.958;0.797;aaaa;
0.377;0.0404;aaaaaaaaa;
0.427;0.59;aaa;
0.52;0.31;aaaaaaa;
0.77;0.222;aaaaa;
0.89;0.611;aaaaa;
0.146;0.805;aaaaaaa;
0.673;0.496;a;
0.907;0.497;aa;
0.856;0.737;aaaaaaa;
0.133;0.212;aa;
0.921;0.179;aaaaa;
0.733;0.664;aaaaaaa;
0.383;0.511;aaaaaaaaa;
0.54;0.139;aaaaaaaaaa;
0.138;0.468;aaaa;
0.257;0.6;aaaa;
0.633;0.821;aaa;
0.724;0.502;aaaaa;
0.719;0.743;aaaaaaaa;
0.245;0.546;aaaaaaaa;
0.638;0.0479;aaaa;
0.43;0.378;aa;
0.998;0.54;a;
0.252;0.317;aaaaaaa;
0.567;0.337;aaaaaaa;
0.74;0.0851;aa;
0.462;0.817;aa;
0.113;0.428;aaaaaaa;
0.689;0.459;a;
0.248;0.483;aaaaaaaaa;
0.452;0.342;a;
0.657;0.193;aaa;
0.29;0.268;aaaaaaa;
0.678;0.367;aa;
0.315;0.173;aaaaaaa;
0.657;0.551;aaaa;
0.639;0.559;aaaaaaaaa;
0.8;0.398;aaaaa;
0.713;0.714;aaa;
0.661;0.646;aaaaaaaa;
0.196;0.343;aaaaaaaaa;
0.698;0.437;aaaaaaaaa;
0.528;0.641;aaa;
0.461;0.604;aaaaaa;
0.941;0.549;aaaaaaaaa;
0.0977;0.676;aaaaaaaa;
0.535;0.409;aaaaa;
0.299;0.428;a;
0.327;1;aaaaaaaaaa;
0.021;0.0568;aaa;
0.64;0.536;aa;
0.293;0.583;aaaaa;
0.538;0.878;a;
0.999;0.371;aaaaa;
0.217;0.0412;aaaa;
0.542;0.9;aaa;
0.68;0.569;aaaa;
0.206;0.0523;aaaaaa;
0.194;0.481;aaaaaaaaa;
0.184;0.859;aaaaaaaa;
0.33;0.576;aa;
0.646;0.587;aaaaa;
0.461;0.0283;a;
0.772;0.538;aaaaa;
0.995;0.963;aaaa;
0.72;0.454;aaaa;
0.0559;0.538;aaaaaaaaa;
0.998;0.96;aa;
0.372;0.661;aa;
0.542;0.083;aaaaaaaaa;
0.286;0.716;aaaaaa;
0.434;0.156;aaaaa;
0.497;0.857;aaa;
0.186;0.429;aaa;
0.398;0.859;a;
0.447;0.39;aaaaaaaaaa;
0.484;0.345;aa;
0.329;0.53;a;
0.237;0.286;aaaaaaaa;
0.323;0.64;aaaaaaa;
0.538;0.58;aaaaaaaa;
0.548;0.622;aa;
0.745;0.366;aaaaaaa;
0.174;0.675;aaaaa;
0.176;0.155;aaaa;
0.904;0.211;aaaaaaa;
0.78;0.528;aaaaaa;
0.902;0.694;aaaaaaaa;
0.353;0.395;aaaa;
0.853;0.0608;aaaaaaa;
0.135;0.138;aaa;
0.688;0.9;aaaaaa;
0.405;0.828;aaaaaa;
0.208;0.271;aa;
0.963;0.615;aaaaaaaa;
0.198;0.624;aaaa;
0.172;0.566;aaaa;
0.362;0.379;aaaaaa;
0.926;0.111;aaaaa;
0.407;0.729;aaaaaa;
0.0717;0.888;aaaaaaaa;
0.545;0.89;aaaaaa;
0.283;0.69;aaaaaaa;
0.783;0.693;aaaaaaa;
0.866;0.306;aaaaa;
0.474;0.169;aaaaaa;
0.672;0.0781;aaaaaaa;
0.0121;0.415;aaaaaaaa;
0.68;0.217;aaaaaaaaa;
0.683;0.803;aa;
0.92;0.259;aaaaaaaa;
0.0831;0.484;aaaaaaaaa;
0.728;0.946;aaa;
0.871;0.561;aaaaaa;
0.482;0.769;aaaa;
0.485;0.778;aaaaa;
0.544;0.308;aaaaaa;
0.271;0.241;aaaaaa;
0.607;0.99;aaa;
0.346;0.792;aaaaaaa;
0.963;0.946;aaaaaaaaa;
0.0463;0.344;aaaaaaa;
0.866;0.471;aaaaaaaaaa;
0.109;0.238;aaaa;
0.0856;0.331;a;
0.982;0.661;aaaaaaaaaa;
0.155;0.938;aaaaaaaa;
0.306;0.277;aaaaaaaa;
0.68;0.0969;a;
0.687;0.399;aaaa;
0.398;0.715;aaa;
0.931;0.955;aaaaaaaa;
0.446;0.963;aaaaaa;
0.196;0.489;a;
0.0604;0.0063;aaa;
0.339;0.681;aaaaaaaaaa;
0.166;0.26;aaaaaaa;
0.211;0.207;aa;
0.248;0.677;aaaa;
0.986;0.677;aaaaaaaa;
0.698;0.486;aaaaaaaaa;
0.429;0.425;aaaaaaaaa;
0.0927;0.971;aaaaaaaaaa;
0.842;0.751;aaaaaaaaaa;
0.458;0.634;aaaaaaaaaa;
0.104;0.837;aa;
0.493;0.983;aaaaaa;
0.803;0.149;aaaaa;
0.958;0.519;a;
0.274;0.569;aaaaaaaaaa;
0.614;0.148;aaaaaaa;
0.492;0.979;aaaaaaaa;
0.76;0.533;a;
0.229;0.154;aaaaaaaa;
1;0.275;aa;
0.52;0.79;a;
0.58;0.664;aaaaaaaa;
0.953;0.731;aaaaaaaaa;
0.344;0.0935;aaaaaaaaaa;
0.861;0.0656;aaaa;
0.88;0.93;aaa;
0.678;0.602;aaaaaaaa;
0.909;0.163;a;
0.754;0.634;aaaaa;
0.689;0.87;aaaa;
0.874;0.42;aaaaaaaaa;
0.703;0.844;aaaaaaa;
0.112;0.0762;aaaaaa;
0.949;0.0543;aaaa;
0.71;0.0336;aaaa;
0.853;0.685;aaaaaaaaa;
0.736;0.63;aaa;
0.0498;0.475;aa;
0.151;0.575;aa;
0.88;0.734;aaaaaaaaa;
0.879;0.462;aaaaaaaa;
0.209;0.664;aaaaaa;
0.305;0.403;aaaa;
0.531;0.184;a;
0.255;0.602;aaaaaaaaaa;
0.131;0.371;aaaaa;
0.859;0.902;aaaa;
0.908;0.23;aaaaa;
0.368;0.551;a;
0.417;0.789;aa;
0.291;0.131;aaaaaa;
0.382;0.229;aaaaaaaa;
0.637;0.926;aaaaaaa;
0.282;0.777;aaaaaa;
0.863;0.254;aaaaaaaaaa;
0.483;0.908;aa;
0.319;0.014;aaaaaa;
0.647;0.34;a;
0.927;0.925;aa;
0.32;0.886;aaaaaaaaaa;
0.541;0.93;aaaaaa;
0.281;0.367;aaaaaaa;
0.586;0.454;aaaaaa;
0.712;0.598;a;
0.693;0.23;aaaaaaaaaa;
0.243;0.383;aaaaa;
0.706;0.339;aaaaaaa;
0.644;0.987;aaaaaaaaaa;
0.925;0.532;aaaaaaa;
0.196;0.725;aaaaa;
0.124;0.269;aa;
0.915;0.364;aaaaaaa;
0.15;0.465;aaaaaa;
0.819;0.438;aa;
0.3;0.379;aaa;
0.872;0.54;aaaaaaaaaa;
0.414;0.518;aaaaaaaa;
0.275;0.112;aa;
0.245;0.246;aaa;
0.581;0.97;a;
0.705;0.596;aaaaa;
0.636;0.0444;aa;
0.889;0.378;aa;
0.634;0.308;aaa;
0.288;0.368;aaaa;
0.672;0.928;aaaaaaaaa;
0.344;0.713;aaaaaa;
0.0661;0.14;aaaaaaaaaa;
0.317;0.271;aaaaaa;
0.669;0.314;aaaaaaa;
0.0704;0.794;aaaaaaaaa;
0.299;0.899;aaaaa;
0.477;0.159;a;
0.928;0.775;a;
0.144;0.195;aaaaaaaaa;
0.296;0.376;aaa;
0.191;0.425;aaaa;
0.267;0.799;aaaaa;
0.256;0.409;aaaaaaaaaa;
0.209;0.643;aaaaaaaaaa;
0.965;0.899;aaaaaaa;
0.294;0.123;aaa;
0.274;0.0642;aaaaaa;
0.289;0.213;aaa;
0.27;0.51;aaa;
0.817;0.923;aaaaaaaaaa;
0.816;0.802;aaaaaa;
0.727;0.207;aa;
0.852;0.739;aaaaa;
0.642;0.141;aaaaaaa;
0.361;0.824;aaaaaaaaa;
0.864;0.193;a;
0.398;0.941;aaaaaa;
0.956;0.335;aa;
0.0638;0.0858;aaaaaaa;
0.323;0.195;aaaaaaaa;
0.0312;0.263;aaa;
0.992;0.212;a;
0.598;0.114;aaaaa;
0.588;0.237;aaaaaaaaaa;
0.865;0.166;a;
0.65;0.812;aaaaaa;
0.711;0.0581;aaa;
0.814;0.854;aaaaaaaaa;
0.986;0.852;aaaaaaaaaa;
0.525;0.789;aaaaaaaaaa;
0.318;0.924;a;
0.236;0.166;aaaaaaa;
0.0193;0.103;aaaaaaa;
0.664;0.327;aaaaa;
0.766;0.389;aaaaaaaaa;
0.768;0.67;aaaaaaaaaa;
0.244;0.907;aaaaaaa;
0.118;0.114;aaaaa;
0.718;0.251;aaaaaa;
0.736;0.754;aaaaaa;
0.378;0.929;aaaaaaaa;
0.0716;0.681;aa;
0.0566;0.591;aaa;
0.232;0.393;aaa;
0.0168;0.14;a;
0.947;0.134;aaaaaaaaaa;
0.398;0.217;a;
0.259;0.177;aaaa;
0.0696;0.854;aaaaaaaaa;
0.0257;0.391;aaa;
0.767;0.552;aaaa;
0.813;0.175;aaaaaaaa;
0.753;0.723;aaaaaaaa;
0.561;0.241;aaaaaaaaaa;
0.757;0.251;aaaa;
0.476;0.66;aa;
0.823;0.239;aaaaa;
0.295;0.741;a;
0.988;0.449;aaaaaaa;
0.62;0.587;aaaaaa;
0.304;0.918;a;
0.46;0.661;aaaaaaaaaa;
0.907;0.787;aaaaa;
0.915;0.62;aaaaaaaaa;
0.267;0.79;aaaaaa;
0.61;0.375;aaaaaaaaaa;
0.0888;0.386;aaaa;
0.402;0.79;aaa;
0.959;0.191;aaaaaaa;
0.302;0.562;aa;
0.913;0.645;aaaaaaaaa;
0.0749;0.699;aaaaaaaaa;
0.356;0.876;aa;
0.762;0.556;aaaaaaaa;
0.759;0.825;aaaaaaaa;
0.958;0.667;aaaaa;
0.13;0.0217;aaa;
0.146;0.275;aaaaaaaa;
0.167;0.152;aaaaaaaaa;
0.403;0.624;aaaaaaaaaa;
0.541;0.379;aaaa;
0.289;0.376;aaaa;
0.907;0.43;a;
0.44;0.85;aaaaaaa;
0.423;0.727;aaaaaaaaa;
0.234;0.6;a;
0.667;0.168;aaa;
0.178;0.663;aaaaaa;
0.726;0.609;aaaaaaa;
0.495;0.448;a;
0.985;0.821;aaaaa;
0.516;0.589;aaaa;
0.808;0.418;aaaaaaaaaa;
0.363;0.564;a;
0.528;0.38;aaa;
0.613;0.973;aaaaaaaaa;
0.404;0.276;aaaaaaaaa;
0.548;0.374;aaaa;
0.107;0.467;aaaaaaa;
0.854;0.472;aaaaaaa;
0.755;0.249;aaaa;
0.907;0.509;aaaa;
0.439;0.827;aaaaaaaaaa;
0.746;0.128;aaaa;
0.262;0.111;aaaaaaaaaa;
0.155;0.0467;aaaaaaa;
0.351;0.438;aaaaaa;
0.74;0.241;aaaaaaaaaa;
0.829;0.995;aaaaaaaa;
0.801;0.0143;aaaaa;
0.54;0.462;aaaaaaaa;
0.0917;0.0717;aaaa;
0.0282;0.949;aaaaaaaaa;
0.431;0.555;aaaa;
0.285;0.247;a;
0.919;0.0744;aaaaaaaaaa;
0.463;0.923;aaaaaaa;
0.168;0.906;aaaaaaaaaa;
0.716;0.82;aaaaa;
0.283;0.773;aaaa;
0.561;0.147;aaa;
0.741;0.747;aa;
0.832;0.409;aaaaaaaa;
0.0826;0.629;aa;
0.799;0.701;aaaaaaaaa;
0.425;0.647;aaaaaaaaa;
0.0984;0.305;aaaaaaa;
0.687;0.666;aaaaaa;
0.793;0.872;aaaa;
0.91;0.586;aaa;
0.701;0.803;a;
0.759;0.612;aaa;
0.541;0.53;aa;
0.429;0.567;aaaaa;
0.389;0.908;aaaaaa;
0.278;0.374;aaaaaa;
0.479;0.358;aaaaaaa;
0.177;0.289;aaaaaaaaa;
0.362;0.91;aaaaaaaa;
0.639;0.993;aaaaaa;
0.627;0.164;aaaaa;
0.291;0.807;aaaa;
0.664;0.652;aaaaaaaaaa;
0.443;0.651;aaaaaaaaa;
0.383;0.397;aaa;
0.366;0.637;aa;
0.835;0.722;aa;
0.98;0.0464;aa;
0.368;0.647;aaaaa;
0.537;0.846;aaaaaaaaaa;
0.449;0.706;aaaaaaaaa;
0.303;0.508;aaaaaa;
0.368;0.29;aaaaa;
0.879;0.889;aaaaa;
0.684;0.404;aaa;
0.246;0.22;aaaa;
0.883;0.202;a;
0.564;0.609;aaaaaaaaa;
0.375;0.00793;aaaaaaaaa;
0.305;0.505;aa;
0.524;0.255;aaaaaaaaa;
0.681;0.586;aaaaa;
0.0644;0.99;aaa;
0.184;0.776;aaaaaaaa;
0.629;0.446;aaaa;
0.38;0.937;aaaaaaa;
0.00337;0.718;aa;
0.482;0.856;aaaa;
0.575;0.847;aaaaaa;
0.955;0.191;aaaaaaa;
0.863;0.86;aaaaaaaaaa;
0.524;0.185;a;
0.297;0.393;aaaa;
0.185;0.891;aaa;
0.876;0.906;aaaaa;
0.306;0.242;aaaa;
0.568;0.154;aaaa;
0.861;0.693;a;
0.58;0.826;aaaa;
0.76;0.729;aaa;
0.862;0.737;aaaaaaaa;
0.731;0.676;aa;
0.0139;0.986;aaaa;
0.684;0.0663;aa;
0.646;0.505;aaaaaaaaaa;
0.544;0.683;a;
0.0143;0.75;aa;
0.387;0.445;aaa;
0.413;0.732;aaaa;
0.0362;0.943;aa;
0.363;0.914;aaa;
0.897;0.899;aaaaaaaaaa;
0.979;0.701;aaaaaa;
0.642;0.233;aaa;
0.79;0.0486;aaaaaaa;
0.806;0.275;aaaaaaa;
0.445;0.826;aa;
0.877;0.678;aaaaaaaa;
0.0743;0.933;aaaaaaa;
0.47;0.925;aaa;
0.69;0.79;aa;
0.365;0.177;aaaaaa;
0.0109;0.419;a;
0.142;0.672;aaaa;
0.144;0.228;aaaaaaaaa;
0.675;0.366;aaaaaaa;
0.331;0.216;a;
0.607;0.239;aaaaaaaaaa;
0.436;0.832;aaaaa;
0.153;0.999;aaaaaa;
0.286;0.236;aaaaaaaaaa;
0.119;0.244;aaaaaaaa;
0.86;0.126;aaaaaaaaaa;
0.116;0.873;a;
0.696;0.333;aaaaaaaa;
0.933;0.483;aaaaaaaaa;
0.658;0.318;aaaaaaaaaa;
0.1;0.548;aaaa;
0.255;0.914;aa;
0.613;0.218;a;
0.271;0.736;aaaaaaa;
0.571;0.405;aaaaaaa;
0.551;0.666;aaaaaaaa;
0.466;0.555;aaaaa;
0.13;0.804;aaaaaaaaaa;
0.212;0.425;aa;
0.514;0.483;aaa;
0.941;0.465;aaaaaaa;
0.849;0.297;aaaaaaaaaa;
0.72;0.902;aaaaaa;
0.362;0.537;aaaaa;
0.414;0.0322;aaaa;
0.117;0.365;aaaaaaa;
0.954;0.832;aaaaaaaa;
0.41;0.719;aaaaaa;
0.929;0.107;aaaa;
0.363;0.767;aaaa;
0.72;0.166;aaaaaaaaa;
0.556;0.864;aaaaaaaa;
0.744;0.127;aaaaaaa;
0.341;0.368;aaaa;
0.307;0.115;aaaa;
0.933;0.327;aaaaaaaaa;
0.794;0.734;aaaaaaaaaa;
0.411;0.429;aaaaaaaa;
1;0.375;aa;
0.947;0.214;aaa;
0.894;0.93;aaaaaaa;
0.422;0.578;aa;
0.876;0.994;aaaaaaaa;
0.113;0.212;aaaaaa;
0.932;0.634;aaaaaaaa;
0.803;0.488;aaaaaa;
0.921;0.683;aaaa;
0.449;0.651;aaaaaaaaa;
0.466;0.769;aaaaaaaaaa;
0.927;0.00823;aaaaaa;
0.359;0.73;aa;
0.0369;0.269;aaaa;
0.912;0.588;aaa;
0.529;0.484;a;
0.475;0.103;aaaaaaaaa;
0.791;0.0345;aaaaaaaaaa;
0.0403;0.457;aaaaaaaaa;
0.6;0.0284;aaaaaa;
0.831;0.199;aaaaaa;
0.497;0.229;aa;
0.496;0.302;aaaa;
0.684;0.625;aaa;
0.434;0.798;aaaa;
0.0385;0.234;aaaa;
0.403;0.606;aaaaaaaaa;
0.69;0.89;aaaaa;
0.288;0.0738;aaaaaaaaaa;
0.238;0.229;aaaaaaaaa;
0.948;0.227;a;
0.209;0.777;aaaaaaa;
0.0521;0.211;aaa;
0.954;0.0175;aa;
0.533;0.491;aaaa;
0.598;0.731;aaaaaaaaa;
0.974;0.781;aaaaa;
0.15;0.218;aaaaaaaaa;
0.685;0.717;aaaa;
0.721;0.0412;a;
0.698;0.954;a;
0.612;0.0852;aa;
0.332;0.0567;aaaaaaaaaa;
0.8;0.347;aaaaaaaa;
0.942;0.469;aaaaa;
0.881;0.158;aaaaaaa;
0.515;0.824;aaa;
0.149;0.746;a;
0.455;0.439;aaa;
0.0579;0.875;aaaaaaa;
0.0785;0.912;aaaaaaa;
